Instances,Session,Postcode,attend Latitude,attend Longitude,Date,Number,Location,Aattended,Total attended,Venue,Venue Postcode,venue lat,venue long,Season,Distance,sort order
4,Coffee & Craft,NE45 5HZ,54.9808566,-2.02225,30/07/17,,Onsite,35,35,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,870
9,Coffee & Craft,NE6 5PH,54.9793027,-1.58833,30/07/17,,Onsite,35,35,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,875
6,Coffee & Craft,NE8 1YL,54.9523369,-1.61222,30/07/17,,Onsite,35,35,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,872
1,Coffee & Craft,SR5 1RE,54.9315589,-1.38925,30/07/17,,Onsite,35,35,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,867
7,Ask the Artist,HA8 5PB,51.596538,-0.27886,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,244
15,Ask the Artist,NE10,54.9457622,-1.56055,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,252
2,Ask the Artist,NE10,54.9460837,-1.55954,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,239
12,Ask the Artist,NE10,54.9411753,-1.58034,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,249
13,Ask the Artist,NE10 0BL,54.9507053,-1.57234,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,250
1,Ask the Artist,NE10 9HP,54.9492845,-1.57472,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,238
14,Ask the Artist,NE10 9RX,54.9401774,-1.57622,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,251
16,Ask the Artist,NE8,54.9578894,-1.63311,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,253
17,Ask the Artist,NE8,54.952958,-1.59203,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,254
3,Ask the Artist,NE8 2GF,54.9544213,-1.63178,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,240
4,Ask the Artist,NE8 3HG,54.9571823,-1.59613,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,241
6,Ask the Artist,NE8 3UH,54.9493216,-1.59093,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,243
5,Ask the Artist,NE8 3UL,54.9507912,-1.59154,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,242
19,Ask the Artist,NE9 5DP,54.9462713,-1.59275,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,256
18,Ask the Artist,NE9 5HL,54.9386716,-1.59898,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,255
20,Ask the Artist,NE9 5PR,54.9471126,-1.5884,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,257
21,Ask the Artist,NE9 5TQ,54.9407873,-1.59678,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,258
8,Ask the Artist,NE9 5TR,54.9402682,-1.59587,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,245
22,Ask the Artist,NE9 6EN,54.9341078,-1.60403,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,259
11,Ask the Artist,NE9 6GB,54.939036,-1.57742,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,248
10,Ask the Artist,NE9 6HE,54.9345093,-1.60683,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,247
23,Ask the Artist,NE9 6HE,54.9343617,-1.6038,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,260
9,Ask the Artist,NE9 6NT,54.9307046,-1.59293,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,246
24,Ask the Artist,NE9 6TY,54.9329676,-1.59478,01/08/17,,Offsite,20A 38C 58T,58,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,261
2,Creative Kids,NE11 0YG,54.9069879,-1.61587,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,264
10,Creative Kids,NE5 5JP,54.9986578,-1.69571,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,272
9,Creative Kids,NE8,54.9568732,-1.63377,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,271
11,Creative Kids,NE8,54.9555783,-1.58248,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,273
4,Creative Kids,NE8 2YP,54.9497037,-1.62174,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,266
8,Creative Kids,NE8 3FL,54.9549913,-1.58101,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,270
13,Creative Kids,NE9,54.9165633,-1.58482,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,275
6,Creative Kids,NE9 5DP,54.944641,-1.59171,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,268
3,Creative Kids,NE9 5PR,54.9469278,-1.5883,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,265
5,Creative Kids,NE9 5TJ,54.9401487,-1.59788,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,267
1,Creative Kids,NE9 5YD,54.9380795,-1.59299,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,263
12,Creative Kids,NE9 7HR,54.9251211,-1.58552,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,274
7,Creative Kids,NE9 7UD,54.9211526,-1.58995,03/08/17,,Offsite,14A 21C 35T,35,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Summer 17,,269
3,Ask the Artist,NE21 4FH,54.974697,-1.72807,05/08/17,,Offsite,11,11,Leam Lane Library,NE10 8QH,54.94,-1.54651,Summer 17,,280
2,Ask the Artist,NE40 3PT,54.9748388,-1.76222,05/08/17,,Offsite,11,11,Leam Lane Library,NE10 8QH,54.94,-1.54651,Summer 17,,279
1,Ask the Artist,NE40 4HR,54.9618688,-1.78937,05/08/17,,Offsite,11,11,Leam Lane Library,NE10 8QH,54.94,-1.54651,Summer 17,,278
4,Ask the Artist,NE40 4TS,54.9667772,-1.78723,05/08/17,,Offsite,11,11,Leam Lane Library,NE10 8QH,54.94,-1.54651,Summer 17,,281
4,Ask the Artist,DH3,54.9015868,-1.5757,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,879
5,Ask the Artist,DH3,54.9039316,-1.5782,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,880
6,Ask the Artist,DH3 1JB,54.9016279,-1.58098,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,881
2,Ask the Artist,DH3 1QL,54.9061135,-1.57035,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,877
3,Ask the Artist,DH3 1RY,54.9004919,-1.56666,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,878
13,Ask the Artist,NE23,55.0772983,-1.5791,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,888
11,Ask the Artist,NE25 0SR,55.0830538,-1.52438,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,886
15,Ask the Artist,NE34,54.9711264,-1.41462,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,890
1,Ask the Artist,NE38 9HR,54.8779427,-1.54844,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,876
9,Ask the Artist,NE39 2NF,54.920632,-1.76499,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,884
10,Ask the Artist,NE4 9EL,54.9875819,-1.65154,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,885
7,Ask the Artist,NE9,54.9479957,-1.59595,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,882
8,Ask the Artist,NE9 6PX,54.9274142,-1.58717,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,883
14,Ask the Artist,TS23 2HH,54.6098761,-1.28684,06/08/17,,Onsite,50,50,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,889
4,Ask the Artist,DH3 1QL,54.90605,-1.56982,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,285
1,Ask the Artist,DH8,54.8448886,-1.81359,07/08/17,,Offsite,61,33,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,282
6,Ask the Artist,NE11 0DH,54.9381682,-1.63221,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,287
8,Ask the Artist,NE13,55.0262954,-1.6541,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,289
7,Ask the Artist,NE16 3EZ,54.9536208,-1.6801,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,288
9,Ask the Artist,NE21,54.972595,-1.73011,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,290
5,Ask the Artist,NE21 4BW,54.9595759,-1.71922,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,286
3,Ask the Artist,NE21 4FH,54.9736516,-1.72836,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,284
10,Ask the Artist,NE21 6PG,54.9515364,-1.72662,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,291
2,Ask the Artist,NE40 4NR,54.9671657,-1.7941,07/08/17,,Offsite,12A 18 C 31T,31,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,283
15,Ask the Artist,NE10 8HS,54.9390638,-1.5412,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,306
19,Ask the Artist,NE10 8SH,54.9380515,-1.54867,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,310
4,Ask the Artist,NE10 9RP,54.9416843,-1.58061,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,295
7,Ask the Artist,NE10 9TW,54.9477018,-1.58052,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,298
10,Ask the Artist,NE8 3SB,54.9511455,-1.59016,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,301
20,Ask the Artist,NE8 3UJ,54.9490979,-1.58775,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,311
12,Ask the Artist,NE8 4QE,54.9486098,-1.61381,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,303
16,Ask the Artist,NE9,54.9355798,-1.59211,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,307
18,Ask the Artist,NE9,54.9411192,-1.59782,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,309
6,Ask the Artist,NE9,54.9332712,-1.591,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,297
5,Ask the Artist,NE9 5AL,54.9391415,-1.60017,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,296
17,Ask the Artist,NE9 5DR,54.9449899,-1.59354,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,308
14,Ask the Artist,NE9 5ED,54.9491921,-1.59513,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,305
9,Ask the Artist,NE9 5LR,54.9488127,-1.59115,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,300
13,Ask the Artist,NE9 6AB,54.9318323,-1.60216,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,304
1,Ask the Artist,NE9 6AQ,54.9305981,-1.59877,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,292
8,Ask the Artist,NE9 6AX,54.9311642,-1.59435,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,299
21,Ask the Artist,NE9 6EG,54.9217338,-1.59737,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,312
3,Ask the Artist,NE9 6JY,54.9275583,-1.60554,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,294
11,Ask the Artist,NE9 6NR,54.9285118,-1.59067,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,302
2,Ask the Artist,NE9 7TJ,54.9239574,-1.5906,08/08/17,,Offsite,19A 33C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,293
9,Ask the Artist,NE10 8WJ,54.9521356,-1.5338,09/08/17,4,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,321
3,Ask the Artist,NE10 8XB,54.9458075,-1.5445,09/08/17,3,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,315
8,Ask the Artist,NE8 2QF,54.9557346,-1.62065,09/08/17,4,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,320
2,Ask the Artist,NE8 3RX,54.9519353,-1.59198,09/08/17,2,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,314
6,Ask the Artist,NE8 4LA,54.9498876,-1.60322,09/08/17,2,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,318
10,Ask the Artist,NE9,54.9336961,-1.59305,09/08/17,2,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,322
7,Ask the Artist,NE9,54.9321518,-1.58046,09/08/17,2,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,319
5,Ask the Artist,NE9 5QA,54.9450593,-1.58712,09/08/17,2,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,317
11,Ask the Artist,NE9 6ET,54.9330406,-1.60254,09/08/17,3,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,323
4,Ask the Artist,NE9 6ND,54.9290458,-1.58737,09/08/17,2,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,316
1,Ask the Artist,NE9 6PP,54.9262728,-1.59098,09/08/17,4,Offsite,30,30,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,313
8,Ask the Artist,NE8 1TQ,54.9521612,-1.60905,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,332
6,Ask the Artist,NE8 4AH,54.9500899,-1.59646,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,330
7,Ask the Artist,NE8 4DR,54.9551934,-1.60559,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,331
1,Ask the Artist,NE9,54.9358816,-1.6071,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,325
5,Ask the Artist,NE9 5AD,54.9470957,-1.59995,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,329
9,Ask the Artist,NE9 5PY,54.9435045,-1.58669,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,333
3,Ask the Artist,NE9 5TB,54.9419816,-1.59812,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,327
2,Ask the Artist,NE9 6TJ,54.9328938,-1.59022,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,326
4,Ask the Artist,NE9 6TS,54.9353383,-1.5908,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,328
10,Ask the Artist,NE9 7HR,54.9260736,-1.58316,11/08/17,,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,334
1,Ask the Artist,NE21 5ES,54.9554334,-1.71112,12/08/17,4,Offsite,4,4,Blaydon Library,NE21 5BT,54.95572,-1.71609,Summer 17,,335
4,Ask the Artist,NE16 3HX,54.9518949,-1.67936,14/08/17,,Offsite,6A 7C 13T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,339
2,Ask the Artist,NE21 4BE,54.9615694,-1.71789,14/08/17,,Offsite,6A 7C 13T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,337
5,Ask the Artist,NE21 4RR,54.957324,-1.72804,14/08/17,,Offsite,6A 7C 13T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,340
1,Ask the Artist,NE21 5JF,54.9538185,-1.7122,14/08/17,,Offsite,6A 7C 13T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,336
3,Ask the Artist,NE40,54.9668227,-1.79286,14/08/17,,Offsite,6A 7C 13T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,338
8,Ask the Artist,NE10 8AA,54.9491196,-1.52366,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,348
15,Ask the Artist,NE10 8LA,54.9378234,-1.54793,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,355
5,Ask the Artist,NE30 2TE,55.0197744,-1.44727,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,345
22,Ask the Artist,NE34,54.9730697,-1.438,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,362
16,Ask the Artist,NE8 3FG,54.9548941,-1.58252,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,356
4,Ask the Artist,NE8 3RX,54.9519299,-1.5923,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,344
3,Ask the Artist,NE8 3RX,54.9519201,-1.59325,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,343
1,Ask the Artist,NE8 4TX,54.9456041,-1.61495,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,341
18,Ask the Artist,NE9 5AJ,54.9419386,-1.59999,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,358
12,Ask the Artist,NE9 5BB,54.9466209,-1.59851,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,352
13,Ask the Artist,NE9 5ED,54.9477682,-1.5948,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,353
17,Ask the Artist,NE9 5EJ,54.9354964,-1.59964,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,357
10,Ask the Artist,NE9 5PB,54.9397822,-1.60018,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,350
2,Ask the Artist,NE9 6DA,54.9356682,-1.60062,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,342
14,Ask the Artist,NE9 6EG,54.9223249,-1.59813,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,354
19,Ask the Artist,NE9 6HL,54.9349961,-1.60245,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,359
7,Ask the Artist,NE9 6NT,54.9307423,-1.59114,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,347
11,Ask the Artist,NE9 6NW,54.923093,-1.59711,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,351
21,Ask the Artist,NE9 6NX,54.9236055,-1.59661,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,361
9,Ask the Artist,NE9 6QP,54.9401483,-1.58329,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,349
6,Ask the Artist,NE9 6QT,54.9402171,-1.58647,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,346
20,Ask the Artist,NE9 6TE,54.9328496,-1.59146,15/08/17,,Offsite,17A 37C  54T,54,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,360
3,Ask the Artist,NE11 0BT,54.9396205,-1.63503,16/08/17,2,Offsite,28,28,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,365
1,Ask the Artist,NE8 2HJ,54.9548066,-1.61976,16/08/17,2,Offsite,28,28,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,363
5,Ask the Artist,NE9,54.9198062,-1.60008,16/08/17,2,Offsite,28,28,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,367
4,Ask the Artist,NE9,54.9313537,-1.58013,16/08/17,2,Offsite,28,28,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,366
2,Ask the Artist,NE9 6NL,54.9281339,-1.58654,16/08/17,2,Offsite,28,28,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,364
6,Ask the Artist,NE9 7HR,54.9250113,-1.58472,16/08/17,2,Offsite,28,28,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,368
3,Ask the Artist,NE8,54.9540876,-1.60841,18/08/17,4,Offsite,27,27,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,372
1,Ask the Artist,NE8 4EJ,54.9548432,-1.60022,18/08/17,4,Offsite,27,27,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,370
4,Ask the Artist,NE8 4JY,54.9489776,-1.60267,18/08/17,3,Offsite,27,27,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,373
2,Ask the Artist,NE8 4NY,54.9492315,-1.60706,18/08/17,3,Offsite,27,27,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,371
6,Ask the Artist,NE9 5PS,54.9460818,-1.58779,18/08/17,2,Offsite,27,27,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,375
5,Ask the Artist,NE9 7XF,54.9214245,-1.57465,18/08/17,1,Offsite,27,27,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,374
2,Ask the Artist,DH9,54.8703498,-1.70883,20/08/17,3,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,893
14,Ask the Artist,L36 8EL,53.4326605,-2.85145,20/08/17,3,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,905
1,Ask the Artist,NE11,54.9174341,-1.63116,20/08/17,3,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,892
19,Ask the Artist,NE16 5BN,54.9383878,-1.68916,20/08/17,5,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,910
3,Ask the Artist,NE16 5DW,54.9172453,-1.68416,20/08/17,2,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,894
8,Ask the Artist,NE17 7BG,54.9214123,-1.81174,20/08/17,4,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,899
