Instances,Session,Postcode,attend Latitude,attend Longitude,Date,Number,Location,Aattended,Total attended,Venue,Venue Postcode,venue lat,venue long,Season,Distance,sort order
45,Painting in the Park,NE3 3HH,55.0124994,-1.62999,25/06/17,5,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,109
13,Painting in the Park,NE32 4BD,54.9651597,-1.46807,25/06/17,3,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,77
1,Coffee & Craft,NE32 5DW,54.9644219,-1.48718,25/06/17,,Onsite,15,15,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,851
2,Painting in the Park,NE33 2TA,54.9953693,-1.42582,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,66
3,Coffee & Craft,NE33 3HT,54.989365,-1.40632,25/06/17,,Onsite,15,15,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,853
39,Painting in the Park,NE36,54.9451752,-1.4487,25/06/17,5,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,103
17,Painting in the Park,NE37 2LZ,54.917205,-1.5221,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,81
7,Painting in the Park,NE37 2RA,54.9169228,-1.52219,25/06/17,2,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,71
8,Painting in the Park,NE38,54.891072,-1.51311,25/06/17,2,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,72
26,Painting in the Park,NE40 4XL,54.9654847,-1.77745,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,90
21,Painting in the Park,NE6 4AT,54.9805389,-1.55986,25/06/17,2,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,85
1,Painting in the Park,NE6 4BJ,54.9777132,-1.55756,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,65
40,Painting in the Park,NE61 4JW,55.190754,-1.88225,25/06/17,5,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,104
41,Painting in the Park,NE8,54.9554782,-1.61103,25/06/17,3,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,105
42,Painting in the Park,NE8 1NZ,54.9575685,-1.61367,25/06/17,3,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,106
43,Painting in the Park,NE8 1TF,54.9555915,-1.61209,25/06/17,3,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,107
6,Painting in the Park,NE8 1UY,54.9562183,-1.61081,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,70
22,Painting in the Park,NE8 1UY,54.9562893,-1.612,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,86
31,Painting in the Park,NE8 1XN,54.9553973,-1.61324,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,95
38,Painting in the Park,NE8 3DD,54.9577771,-1.58547,25/06/17,5,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,102
15,Painting in the Park,NE8 4SA,54.947953,-1.6092,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,79
19,Painting in the Park,NE9,54.922651,-1.58205,25/06/17,3,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,83
51,Painting in the Park,NE9,54.9231128,-1.58141,25/06/17,2,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,115
52,Painting in the Park,NE9,54.9246697,-1.58403,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,116
10,Painting in the Park,NE9 5HR,54.9366013,-1.59652,25/06/17,5,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,74
18,Painting in the Park,NE9 6AA,54.9326289,-1.59863,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,82
9,Painting in the Park,NE9 6AD,54.932196,-1.60316,25/06/17,3,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,73
20,Painting in the Park,NE9 7DU,54.9220833,-1.5815,25/06/17,3,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,84
50,Painting in the Park,NE9 7TU,54.9215974,-1.58196,25/06/17,7,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,114
3,Painting in the Park,SR5 3PR,54.9241279,-1.44717,25/06/17,4,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,67
16,Painting in the Park,SR6 7JT,54.9479347,-1.38124,25/06/17,5,Offsite,202,202,Saltwell Park,NE9 5AX,54.94344,-1.60269,Summer 17,,80
63,Rivers Festival,NE12 7BA,55.0246171,-1.56132,02/07/17,1,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,179
16,Rivers Festival,NE12 9LA,55.0181094,-1.56148,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,132
11,Rivers Festival,NE23 6PU,55.0734295,-1.58498,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,127
32,Rivers Festival,NE26 4RR,55.0662752,-1.46918,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,148
2,Rivers Festival,NE28,55.0029651,-1.52075,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,118
80,Rivers Festival,NE28,55.0030039,-1.52086,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,196
12,Rivers Festival,NE28 7HD,54.9996498,-1.52078,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,128
13,Rivers Festival,NE28 7HF,54.9995973,-1.51996,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,129
19,Rivers Festival,NE28 7HF,54.9999277,-1.51835,02/07/17,5,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,135
26,Rivers Festival,NE28 7HF,54.9999601,-1.51905,02/07/17,5,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,142
42,Rivers Festival,NE28 7HF,54.9998001,-1.51818,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,158
44,Rivers Festival,NE28 7HF,55.0002917,-1.51957,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,160
65,Rivers Festival,NE28 7HF,55.0006022,-1.5191,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,181
66,Rivers Festival,NE28 7HF,54.9997949,-1.51885,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,182
70,Rivers Festival,NE28 7HF,54.999902,-1.52026,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,186
73,Rivers Festival,NE28 7HF,55.0005393,-1.51837,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,189
77,Rivers Festival,NE28 7HF,55.0006048,-1.51935,02/07/17,5,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,193
7,Rivers Festival,NE28 7HH,55.0026984,-1.51911,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,123
30,Rivers Festival,NE28 7HH,55.0030426,-1.51846,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,146
45,Rivers Festival,NE28 7HH,55.0024131,-1.51851,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,161
55,Rivers Festival,NE28 7HH,55.0026127,-1.51795,02/07/17,7,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,171
56,Rivers Festival,NE28 7HH,55.002871,-1.5198,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,172
67,Rivers Festival,NE28 7HH,55.0026052,-1.51994,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,183
71,Rivers Festival,NE28 7HH,55.0022455,-1.5181,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,187
10,Rivers Festival,NE28 7HJ,55.0027372,-1.52038,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,126
23,Rivers Festival,NE28 7HJ,55.0026059,-1.5195,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,139
8,Rivers Festival,NE28 7HQ,55.0021864,-1.51821,02/07/17,6,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,124
9,Rivers Festival,NE28 7HQ,55.0007808,-1.51767,02/07/17,5,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,125
15,Rivers Festival,NE28 7HQ,55.0020257,-1.51935,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,131
27,Rivers Festival,NE28 7HQ,55.0012421,-1.52059,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,143
28,Rivers Festival,NE28 7HQ,55.0012656,-1.51749,02/07/17,5,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,144
34,Rivers Festival,NE28 7HQ,55.0017695,-1.51838,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,150
36,Rivers Festival,NE28 7HQ,55.0023893,-1.52007,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,152
47,Rivers Festival,NE28 7HQ,55.0021289,-1.51968,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,163
49,Rivers Festival,NE28 7HQ,55.0007855,-1.51842,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,165
53,Rivers Festival,NE28 7HQ,55.0015629,-1.51842,02/07/17,1,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,169
57,Rivers Festival,NE28 7HQ,55.0006742,-1.51849,02/07/17,6,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,173
58,Rivers Festival,NE28 7HQ,55.0017012,-1.52039,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,174
60,Rivers Festival,NE28 7HQ,55.0021616,-1.51925,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,176
68,Rivers Festival,NE28 7HQ,55.0007601,-1.51909,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,184
69,Rivers Festival,NE28 7HQ,55.0019239,-1.51753,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,185
74,Rivers Festival,NE28 7HQ,55.0022132,-1.51915,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,190
75,Rivers Festival,NE28 7HQ,55.0014541,-1.52085,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,191
76,Rivers Festival,NE28 7HQ,55.001742,-1.51784,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,192
78,Rivers Festival,NE28 7HQ,55.0012513,-1.52079,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,194
79,Rivers Festival,NE28 7HQ,55.0012559,-1.51799,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,195
81,Rivers Festival,NE28 7HQ,55.0017892,-1.52053,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,197
3,Rivers Festival,NE28 7JH,54.9997792,-1.51732,02/07/17,1,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,119
31,Rivers Festival,NE28 7JH,54.9999935,-1.51762,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,147
43,Rivers Festival,NE28 7JH,54.999928,-1.51737,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,159
50,Rivers Festival,NE28 9YQ,55.0189539,-1.51539,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,166
17,Rivers Festival,NE29 7DY,55.0111335,-1.47788,02/07/17,1,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,133
62,Rivers Festival,NE29 7EE,55.0118858,-1.47702,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,178
40,Rivers Festival,NE29 7EF,55.0123478,-1.47789,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,156
35,Rivers Festival,NE29 7EJ,55.012187,-1.4797,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,151
72,Rivers Festival,NE29 7EJ,55.0123906,-1.48004,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,188
5,Rivers Festival,NE29 7EN,55.0113688,-1.4799,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,121
48,Rivers Festival,NE29 7EP,55.0110149,-1.47954,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,164
61,Rivers Festival,NE29 8AJ,55.0137603,-1.47948,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,177
4,Rivers Festival,NE30 2QT,55.024752,-1.43774,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,120
6,Rivers Festival,NE30 2QT,55.0244015,-1.43839,02/07/17,1,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,122
29,Rivers Festival,NE30 3SU,55.0251774,-1.4382,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,145
39,Rivers Festival,NE34,54.9676177,-1.42326,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,155
54,Rivers Festival,NE5 5QJ,54.9981783,-1.69828,02/07/17,5,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,170
1,Rivers Festival,NE6 4AX,54.9794191,-1.55994,02/07/17,6,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,117
14,Rivers Festival,NE6 4BA,54.9774582,-1.55927,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,130
24,Rivers Festival,NE6 4BA,54.9776312,-1.55911,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,140
59,Rivers Festival,NE6 4BA,54.9774022,-1.55935,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,175
64,Rivers Festival,NE6 4BD,54.9779762,-1.55926,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,180
21,Rivers Festival,NE6 4BE,54.9789116,-1.55853,02/07/17,1,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,137
51,Rivers Festival,NE6 4BH,54.979478,-1.55858,02/07/17,3,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,167
52,Rivers Festival,NE6 4BH,54.9796222,-1.55895,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,168
33,Rivers Festival,NE6 4BJ,54.9783432,-1.55748,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,149
20,Rivers Festival,NE6 4EX,54.9804043,-1.55746,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,136
18,Rivers Festival,NE7 7GG,54.9994495,-1.57279,02/07/17,6,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,134
41,Rivers Festival,NE7 7PY,54.9995996,-1.57452,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,157
46,Rivers Festival,NE71 6RN,55.5387304,-2.07689,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,162
22,Rivers Festival,NE8,54.9570485,-1.61056,02/07/17,1,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,138
25,Rivers Festival,NE8,54.9567143,-1.61251,02/07/17,7,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,141
38,Rivers Festival,NE8 1TG,54.9557093,-1.61261,02/07/17,2,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,154
37,Rivers Festival,SR7,54.8309552,-1.37899,02/07/17,4,Offsite,285,285,Wallsend Festival ,NE28 7PA,54.9955,-1.53118,Summer 17,,153
11,Creative Kids,NE10,54.9455839,-1.51981,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,208
15,Creative Kids,NE10 0RQ,54.9561034,-1.54129,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,212
13,Creative Kids,NE11 0YE,54.904736,-1.61966,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,210
17,Creative Kids,NE8 3QP,54.9557579,-1.58727,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,214
6,Creative Kids,NE9,54.9450692,-1.58889,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,203
12,Creative Kids,NE9,54.9204131,-1.59352,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,209
14,Creative Kids,NE9 5XS,54.9365604,-1.59296,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,211
8,Creative Kids,NE9 5YP,54.9391382,-1.59285,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,205
7,Creative Kids,NE9 6LD,54.9177706,-1.59306,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,204
2,Creative Kids,NE9 6NW,54.9232221,-1.59755,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,199
10,Creative Kids,NE9 6QQ,54.9396647,-1.58387,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,207
5,Creative Kids,NE9 6XB,54.9249287,-1.59678,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,202
4,Creative Kids,NE9 7AW,54.9225859,-1.58614,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,201
16,Creative Kids,NE9 7BS,54.9292961,-1.5571,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,213
9,Creative Kids,NE9 7HB,54.9180743,-1.58004,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,206
1,Creative Kids,NE9 7TH,54.923009,-1.58992,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,198
3,Creative Kids,NE9 7TY,54.9172958,-1.59126,06/07/17,,Offsite,29,29,Chowdene Childrens Centre,NE9 7TU,54.92094,-1.58901,Spring 17,,200
3,Coffee & Craft,DH3,54.9037588,-1.56938,08/07/17,,Offsite,25,25,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,217
1,Coffee & Craft,DH3 1JW,54.9035375,-1.58417,08/07/17,,Offsite,25,25,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,215
2,Coffee & Craft,DH3 1RX,54.9042838,-1.57136,08/07/17,,Offsite,25,25,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,216
2,Coffee & Craft,NE10,54.9448896,-1.55717,15/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,219
6,Coffee & Craft,NE16 5LS,54.9235935,-1.67497,15/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,223
4,Coffee & Craft,NE47 0AA,54.9138689,-2.04002,15/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,221
1,Coffee & Craft,NE8,54.9508459,-1.59562,15/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,218
5,Coffee & Craft,NE8 3QQ,54.9539088,-1.57802,15/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,222
3,Coffee & Craft,NE8 4TH,54.9497191,-1.61545,15/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,220
7,Coffee & Craft,NE9 6NH,54.9292891,-1.58478,15/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,224
2,Coffee & Craft,DH9,54.8714293,-1.70798,16/07/17,,Onsite,17,17,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,856
4,Coffee & Craft,NE10 8EX,54.9460731,-1.53919,16/07/17,,Onsite,17,17,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,858
5,Coffee & Craft,NE21 4LZ,54.9713511,-1.73107,16/07/17,,Onsite,17,17,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,859
1,Coffee & Craft,NE8 3RR,54.9529641,-1.59475,16/07/17,,Onsite,17,17,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,855
4,Coffee & Craft,NE21 4DE,54.9613621,-1.71674,22/07/17,,Offsite,20,20,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,228
1,Coffee & Craft,NE21 4EQ,54.9597171,-1.72919,22/07/17,,Offsite,20,20,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,225
8,Coffee & Craft,NE23 7EF,55.0642434,-1.54795,22/07/17,,Offsite,20,20,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,232
6,Coffee & Craft,NE3 4PP,55.0027267,-1.64365,22/07/17,,Offsite,20,20,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,230
5,Coffee & Craft,NE39 1DH,54.9157643,-1.75607,22/07/17,,Offsite,20,20,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,229
3,Coffee & Craft,NE40 4SP,54.9551012,-1.76952,22/07/17,,Offsite,20,20,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,227
7,Coffee & Craft,NE9,54.9452191,-1.5994,22/07/17,,Offsite,20,20,Birtley Library,DH3 1LE,54.89683,-1.57714,Spring 17,,231
6,Coffee & Craft,DL3,54.5273723,-1.57744,23/07/17,,Onsite,37,37,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,865
7,Coffee & Craft,EH21 6LJ,55.944753,-3.05481,23/07/17,,Onsite,37,37,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,866
1,Coffee & Craft,NE1,54.9752815,-1.61926,23/07/17,,Onsite,37,37,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,860
4,Coffee & Craft,NE12 7HT,55.020369,-1.57084,23/07/17,,Onsite,37,37,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,863
5,Coffee & Craft,NE12 8BB,55.0129924,-1.56997,23/07/17,,Onsite,37,37,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,864
2,Coffee & Craft,NE65,55.3005514,-1.79442,23/07/17,,Onsite,37,37,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,861
3,Coffee & Craft,NE7 7DR,54.9939959,-1.57958,23/07/17,,Onsite,37,37,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,862
3,Coffee & Craft,HA8 5TE,51.5980124,-0.28034,29/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,235
4,Coffee & Craft,NE11 0BX,54.9391892,-1.6325,29/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,236
5,Coffee & Craft,NE8 3QQ,54.9544642,-1.57882,29/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,237
2,Coffee & Craft,NE9 5HD,54.937732,-1.59884,29/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,234
1,Coffee & Craft,NE9 6JR,54.9265789,-1.60329,29/07/17,,Offsite,14,14,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Spring 17,,233
8,Coffee & Craft,DH2 3PW,54.8224635,-1.61672,30/07/17,,Onsite,35,35,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,874
7,Coffee & Craft,DH3 3NA,54.8494116,-1.57219,30/07/17,,Onsite,35,35,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,873
5,Coffee & Craft,NE2 3BG,54.987839,-1.6101,30/07/17,,Onsite,35,35,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,871
2,Coffee & Craft,NE37 3LP,54.9242483,-1.51109,30/07/17,,Onsite,35,35,BALTIC,NE8 3BA,54.96921,-1.59828,Spring 17,,868
