3,9,6,18,3,9,2
8,24,5,15,2,6,8
3,9,5,15,3,9,3
6,18,1,3,1,3,2
2,6,8,24,1,3,3
2,6,2,6,2,6,2
4,12,4,12,0,0,7
1,3,0,0,2,6,2
0,0,9,27,3,9,2
5,15,5,15,4,12,1
2,6,0,0,1,3,0
3,9,1,3,1,3,0
1,3,1,3,0,0,0
0,0,0,0,3,9,2
2,6,0,0,1,3,2
0,0,2,6,0,0,0
2,6,1,3,3,9,3
0,0,3,9,1,3,10
3,9,1,3,0,0,0
0,0,1,3,1,3,0
1,3,0,0,0,0,0
1,3,1,3,2,6,1
