,Date,Terminal ref,Terminal number,Unnamed: 3,Unnamed: 4,Type,ref,Unnamed: 7,status,Auth,Unnamed: 10,Value,Unnamed: 12,Donation Date,Hour,Day,Week,Month
0,05/11/16 13:49,10781204,1,,,Visa,446291 - ac1ab23d6288711be64a25bf13432baf1e60b2bd,,Committed,Offline Authorisation,,3.0,,2016-05-11 13:49:00,13,2,19,5
1,05/11/16 13:50,10781204,1,,,Visa,465911 - 3974230bedb7be31cc0210a0d68e274dcbd0b922,,Committed,Offline Authorisation,,3.0,,2016-05-11 13:50:00,13,2,19,5
2,05/11/16 13:50,10781204,1,,,Visa,475130 - 42246b26b54f6b64e7b13cb3f6240f1ce1b8d55a,,Committed,Offline Authorisation,,3.0,,2016-05-11 13:50:00,13,2,19,5
3,05/11/16 16:05,10781204,1,,,Visa,476223 - 1894044bed246387fe27024e1fca0df7bf105b1d,,Committed,Offline Authorisation,,3.0,,2016-05-11 16:05:00,16,2,19,5
4,05/11/16 16:24,10781204,1,,,Visa,465944 - 7665257830f6d2c0d3b44f434bef73b4ec26a4d9,,Committed,Offline Authorisation,,3.0,,2016-05-11 16:24:00,16,2,19,5
5,06/11/16 12:34,10781204,1,,,Visa,481698 - 1d3309ae08ffc29bca69577541e57d3d5ab66341,,Committed,Authorisation,,3.0,,2016-06-11 12:34:00,12,5,23,6
6,06/11/16 14:02,10781204,1,,,Visa,446242 - 6597785aa394f935e4b004bc6eeea8b7e1be0495,,Committed,Offline Authorisation,,3.0,,2016-06-11 14:02:00,14,5,23,6
7,06/11/16 14:03,10781204,1,,,Visa,465859 - 8b05af0ef2eac32530836bcebd512f38e0beae64,,Committed,Authorisation,,3.0,,2016-06-11 14:03:00,14,5,23,6
8,06/11/16 14:12,10781204,1,,,Visa,498824 - c89d8ef5e8b870c3285ec4a51c732c5459bc72e8,,Committed,Offline Authorisation,,3.0,,2016-06-11 14:12:00,14,5,23,6
9,07/11/16 14:02,10781204,1,,,Visa,465944 - 1982be06b41337d8297286892a85f3d2cbac016d,,Committed,Offline Authorisation,,3.0,,2016-07-11 14:02:00,14,0,28,7
10,07/11/16 14:02,10781204,1,,,Visa,465944 - 7844c0a595e5e71cc8c39a0b46d74f49652a0b3b,,Committed,Offline Authorisation,,3.0,,2016-07-11 14:02:00,14,0,28,7
11,09/11/16 14:31,10781204,1,,,Visa,475129 - 3a69d097ab8021fc8394b5a1ab3273e6173cbd09,,Committed,Offline Authorisation,,3.0,,2016-09-11 14:31:00,14,6,36,9
12,11/11/16 16:16,10781204,1,,,Visa,465902 - 6f541181bc282c67714f06143a01ab66dc16a797,,Committed,Offline Authorisation,,3.0,,2016-11-11 16:16:00,16,4,45,11
13,12/11/16 11:31,10781204,1,,,Visa,454742 - b1a47d93a52b0ed7d38a6dce2a7443bf9fe487e2,,Committed,Offline Authorisation,,3.0,,2016-12-11 11:31:00,11,6,49,12
14,12/11/16 12:20,10781204,1,,,Visa,475130 - 1c6c788d17cd2d26847ccea7b2a760a0fbd33281,,Committed,Offline Authorisation,,3.0,,2016-12-11 12:20:00,12,6,49,12
15,12/11/16 12:49,10781204,1,,,Visa,454313 - 3f102a573cd3e9afd8ac01139ab6427eb30c2f92,,Committed,Offline Authorisation,,3.0,,2016-12-11 12:49:00,12,6,49,12
16,12/11/16 12:49,10781204,1,,,Visa,483215 - 75dbeede5ade28febc59d2c513c7ca5514e7a736,,Committed,Authorisation,,3.0,,2016-12-11 12:49:00,12,6,49,12
17,12/11/16 13:14,10781204,1,,,Visa,482179 - 0a13a10c21102ee6ee57c9095dd9b323f678ea11,,Committed,Authorisation,,3.0,,2016-12-11 13:14:00,13,6,49,12
18,12/11/16 14:08,10781204,1,,,Visa,446291 - f225a4c2362d303b21c09ee07e46748bcf9648a2,,Committed,Offline Authorisation,,3.0,,2016-12-11 14:08:00,14,6,49,12
19,13/11/16 10:47,10781204,1,,,Visa,476248 - e61198212bd702982b9b2485d919fd56af75d09f,,Committed,Offline Authorisation,,3.0,,2016-11-13 10:47:00,10,6,45,11
20,13/11/16 10:48,10781204,1,,,Visa,492913 - 2827e228613b7a9e9a02c44db8900c169f6d44d2,,Committed,Offline Authorisation,,3.0,,2016-11-13 10:48:00,10,6,45,11
21,13/11/16 10:56,10781204,1,,,Visa,465950 - 748619d6da8037a46952d1fed7c02872b83f2ddf,,Committed,Offline Authorisation,,3.0,,2016-11-13 10:56:00,10,6,45,11
22,13/11/16 13:16,10781204,1,,,Visa,483192 - 7c7b84eeaec18233e982d101637ab2a4033c6fb0,,Committed,Authorisation,,3.0,,2016-11-13 13:16:00,13,6,45,11
23,13/11/16 14:37,10781204,1,,,Visa,498824 - 0fa69b95e59ff2492f97d2695e208cb9d481456a,,Committed,Offline Authorisation,,3.0,,2016-11-13 14:37:00,14,6,45,11
24,13/11/16 14:41,10781204,1,,,Visa,465944 - d32765fda7881b73559d0618e18e570f757a9a08,,Committed,Offline Authorisation,,3.0,,2016-11-13 14:41:00,14,6,45,11
25,13/11/16 16:58,10781204,1,,,Visa,492914 - 47f4e2825e6f0e1e0a04baa484e6214b697e1fb9,,Committed,Offline Authorisation,,3.0,,2016-11-13 16:58:00,16,6,45,11
26,13/11/16 16:58,10781204,1,,,Visa,492914 - 47f4e2825e6f0e1e0a04baa484e6214b697e1fb9,,Committed,Offline Authorisation,,3.0,,2016-11-13 16:58:00,16,6,45,11
27,15/11/16 13:53,10781204,1,,,Visa,476367 - 40a2515249febef1b455ee603b0c08ba0b984c5b,,Committed,Offline Authorisation,,3.0,,2016-11-15 13:53:00,13,1,46,11
28,15/11/16 15:08,10781204,1,,,Visa,481821 - 8b34e3847a8e7e1a096204bc6d84d3aef7228238,,Committed,Authorisation,,3.0,,2016-11-15 15:08:00,15,1,46,11
29,16/11/16 15:21,10781204,1,,,Visa,475130 - 87277d4685e66d0f85b9a13ed48c9253d5bc8fb0,,Committed,Offline Authorisation,,3.0,,2016-11-16 15:21:00,15,2,46,11
30,16/11/16 15:21,10781204,1,,,Visa,475130 - 31fdbeceb4b385a0c05e892b39655130d99d14f2,,Committed,Offline Authorisation,,3.0,,2016-11-16 15:21:00,15,2,46,11
31,17/11/16 11:00,10781204,1,,,Visa,492917 - 53389e591d829ff241412dd612bf77735e5acdfc,,Committed,Authorisation,,3.0,,2016-11-17 11:00:00,11,3,46,11
32,18/11/16 11:40,10781204,1,,,Visa,438662 - 2ab9c1cb265bf6c38889553aa3947b2d20b457d8,,Committed,Authorisation,,3.0,,2016-11-18 11:40:00,11,4,46,11
33,18/11/16 15:51,10781204,1,,,Visa,492181 - 4349011a36cef1949436334730ad35fa3205d573,,Committed,Offline Authorisation,,3.0,,2016-11-18 15:51:00,15,4,46,11
34,18/11/16 16:38,10781204,1,,,Visa,465950 - 27b37cbcd1da7b04f8f78c990fe964c5804e0506,,Committed,Offline Authorisation,,3.0,,2016-11-18 16:38:00,16,4,46,11
35,18/11/16 17:27,10781204,1,,,Visa,482179 - 397d13d9aee3ce3572a22022f4c50cf8553a668a,,Committed,Authorisation,,3.0,,2016-11-18 17:27:00,17,4,46,11
36,19/11/16 12:40,10781204,1,,,Visa,492942 - 23a0538f53ccbf131a1f79874d3805ac4ed108fc,,Committed,Offline Authorisation,,3.0,,2016-11-19 12:40:00,12,5,46,11
37,19/11/16 12:53,10781204,1,,,MasterCard,525303 - 00acb2139b7de30d5754c91bdabbe2d808c2e453,,Committed,Offline Authorisation,,3.0,,2016-11-19 12:53:00,12,5,46,11
38,19/11/16 13:11,10781204,1,,,Visa,454313 - 2972171f9cf6653aa953426952b5ffd2535d14a3,,Committed,Offline Authorisation,,3.0,,2016-11-19 13:11:00,13,5,46,11
39,19/11/16 15:16,10781204,1,,,Visa,483215 - 0e4116f4368f5da0cb5bc614e03a647e12c59f51,,Committed,Authorisation,,3.0,,2016-11-19 15:16:00,15,5,46,11
40,19/11/16 15:21,10781204,1,,,Visa,465950 - d85191a973a4e2945acaf013127c453d761d0fa0,,Committed,Offline Authorisation,,3.0,,2016-11-19 15:21:00,15,5,46,11
41,19/11/16 15:24,10781204,1,,,Visa,475129 - bc0deb1240ae0c2a1ec86fbdd1b35a018a77eeeb,,Committed,Offline Authorisation,,3.0,,2016-11-19 15:24:00,15,5,46,11
42,20/11/16 10:59,10781204,1,,,Visa,450198 - 451e7470b4f5da501cd95543e8a874c4fb1aa542,,Committed,Authorisation,,3.0,,2016-11-20 10:59:00,10,6,46,11
43,20/11/16 16:15,10781204,1,,,Visa,483215 - aa1b96d9fdd1919ff51ed474c99202cdb9719d3d,,Committed,Authorisation,,3.0,,2016-11-20 16:15:00,16,6,46,11
44,25/11/16 11:04,10781204,1,,,Visa,465950 - 5908618df3da243bdba2c6c2c586222c32a017e0,,Committed,Offline Authorisation,,3.0,,2016-11-25 11:04:00,11,4,47,11
45,26/11/16 10:34,10781204,1,,,Visa,454742 - bb8a738c1102c0d59e5a6340d45afffc3e50cb64,,Committed,Offline Authorisation,,3.0,,2016-11-26 10:34:00,10,5,47,11
46,26/11/16 10:34,10781204,1,,,Visa,454742 - b13ffd86ef6d111ea8a0beeddd68a79ed72484dc,,Committed,Offline Authorisation,,3.0,,2016-11-26 10:34:00,10,5,47,11
47,26/11/16 12:41,10781204,1,,,Visa,483215 - 8da371302bb7f3e74188bb4e7c03338e2b043151,,Committed,Authorisation,,3.0,,2016-11-26 12:41:00,12,5,47,11
48,26/11/16 13:09,10781204,1,,,Visa,475144 - 40b4efaaa821a3b5b1282b8c60e1b82c3b05baae,,Committed,Offline Authorisation,,3.0,,2016-11-26 13:09:00,13,5,47,11
49,26/11/16 13:25,10781204,1,,,Visa,465946 - 3c4840cf1e3a9541b48135f0467d4846df6e2781,,Committed,Offline Authorisation,,3.0,,2016-11-26 13:25:00,13,5,47,11
50,26/11/16 15:03,10781204,1,,,MasterCard,557824 - 418e19155782fc7f12ced8332c8ed025aec227a5,,Committed,Authorisation,,3.0,,2016-11-26 15:03:00,15,5,47,11
51,26/11/16 15:12,10781204,1,,,Visa,481876 - dc146b6e14ae3dbb606428dd279dd15ef31e3e66,,Committed,Authorisation,,3.0,,2016-11-26 15:12:00,15,5,47,11
52,26/11/16 15:50,10781204,1,,,Visa,475117 - 872f4393d69bcbe4912f49ece93faa991d404b91,,Committed,Offline Authorisation,,3.0,,2016-11-26 15:50:00,15,5,47,11
53,26/11/16 16:46,10781204,1,,,Visa,465950 - 191caf7527e1355ad0277ed6ce78ed62f683b58f,,Committed,Offline Authorisation,,3.0,,2016-11-26 16:46:00,16,5,47,11
54,27/11/16 11:31,10781204,1,,,MasterCard,557349 - 6f510f4a180384ce18f926ab595e20ae16fa1e2e,,Committed,Authorisation,,3.0,,2016-11-27 11:31:00,11,6,47,11
55,27/11/16 11:31,10781204,1,,,Visa,456726 - 422fd5bfa7b8612b767003817191880edbbae3b2,,Committed,Offline Authorisation,,3.0,,2016-11-27 11:31:00,11,6,47,11
56,27/11/16 14:12,10781204,1,,,Visa,446291 - 91d12811561d9d95612610f6fa413ee9a46578e7,,Committed,Offline Authorisation,,3.0,,2016-11-27 14:12:00,14,6,47,11
57,27/11/16 17:34,10781204,1,,,MasterCard,557349 - 1d3f0c101015d3955231da017db281a73188aa6f,,Committed,Authorisation,,3.0,,2016-11-27 17:34:00,17,6,47,11
58,28/11/16 11:04,10781204,1,,,Maestro,673336 - 1ccacea16652f70da4bfc9232ee20176fe1dc596,,Committed,Authorisation,,3.0,,2016-11-28 11:04:00,11,0,48,11
59,29/11/16 11:16,10781204,1,,,Maestro,673400 - ce147acd1e8fd3df7948f9faa516761cfedadf9b,,Committed,Authorisation,,3.0,,2016-11-29 11:16:00,11,1,48,11
60,30/11/16 12:14,10781204,1,,,Visa,475117 - fe88f21c480d20cf1a1d401a17250dc385a707f9,,Committed,Offline Authorisation,,3.0,,2016-11-30 12:14:00,12,2,48,11
61,30/11/16 16:23,10781204,1,,,Visa,481915 - 64b066c723a5810b45c1b028a9b822467dca4163,,Committed,Authorisation,,3.0,,2016-11-30 16:23:00,16,2,48,11
62,01/12/16 14:05,10781204,1,,,Visa,498824 - 48fadd252663bed98e7c78f07ae9c1779181d231,,Committed,Offline Authorisation,,3.0,,2016-01-12 14:05:00,14,1,2,1
63,02/12/16 16:23,10781204,1,,,Visa,465946 - 03ff9e9cb1b99336f12cec39e54b06bdf17b8d73,,Committed,Offline Authorisation,,3.0,,2016-02-12 16:23:00,16,4,6,2
64,02/12/16 16:39,10781204,1,,,MasterCard,559552 - 54d1aa74410843184452dd6640fcb7bf85e8205d,,Committed,Authorisation,,3.0,,2016-02-12 16:39:00,16,4,6,2
65,03/12/16 11:42,10781204,1,,,Visa,453979 - 715e82fa3b623c04f4eb343985dbbe7555a0be99,,Committed,Offline Authorisation,,3.0,,2016-03-12 11:42:00,11,5,10,3
66,03/12/16 13:30,10781204,1,,,MasterCard,535420 - 7d2597e0451c0ce2be457d54d7b6a1f2c8755f0d,,Committed,Authorisation,,3.0,,2016-03-12 13:30:00,13,5,10,3
67,03/12/16 15:13,10781204,1,,,Visa,475129 - e8c1bea84ec9b7eb4accf9eb102de4ce16d74eb9,,Committed,Offline Authorisation,,3.0,,2016-03-12 15:13:00,15,5,10,3
68,04/12/16 16:14,10781204,1,,,Visa,498824 - dc5a02ad7c6cc4b77e93dc175800619e7e684464,,Committed,Offline Authorisation,,3.0,,2016-04-12 16:14:00,16,1,15,4
69,04/12/16 16:14,10781204,1,,,Visa,476365 - 04b69e5006d308a60f286c6d87138324d3c745c6,,Committed,Offline Authorisation,,3.0,,2016-04-12 16:14:00,16,1,15,4
70,04/12/16 16:37,10781204,1,,,Visa,475129 - cf7579954ba3792f6a40044c32f28fb62b10863f,,Committed,Offline Authorisation,,3.0,,2016-04-12 16:37:00,16,1,15,4
71,05/12/16 16:51,10781204,1,,,Visa,465944 - 8b057f39d18e294235ab27685bd61815c856eaa6,,Committed,Offline Authorisation,,3.0,,2016-05-12 16:51:00,16,3,19,5
72,09/12/16 15:39,10781204,1,,,Visa,481820 - 0d0b359cf59b0f9e0ba32c31996184fd19b470f3,,Committed,Authorisation,,3.0,,2016-09-12 15:39:00,15,0,37,9
73,10/12/16 12:09,10781204,1,,,Visa,446291 - 24bb65c70ba54237d984556989945405a9bd3677,,Committed,Offline Authorisation,,3.0,,2016-10-12 12:09:00,12,2,41,10
74,10/12/16 14:52,10781204,1,,,Visa,454742 - fae8d57e5a8d1a0cb5dac7c97b3db4086cfe6d8a,,Committed,Offline Authorisation,,3.0,,2016-10-12 14:52:00,14,2,41,10
75,10/12/16 15:00,10781204,1,,,Visa,465950 - a7ae8d1e41c691a72f9f746c3dc482182001a7f7,,Committed,Offline Authorisation,,3.0,,2016-10-12 15:00:00,15,2,41,10
76,10/12/16 16:02,10781204,1,,,Visa,492182 - e8fed7c5621fcc32f5db606fefee7c98f36cc2fa,,Committed,Offline Authorisation,,3.0,,2016-10-12 16:02:00,16,2,41,10
77,10/12/16 16:41,10781204,1,,,Visa,475129 - 93e29c2f3ea74b4ee0d2d096391144122a7728d3,,Committed,Offline Authorisation,,3.0,,2016-10-12 16:41:00,16,2,41,10
78,11/12/16 10:13,10781204,1,,,Visa,465944 - a443f4c55420b2729abd3ea737c2f448a002793f,,Committed,Offline Authorisation,,3.0,,2016-11-12 10:13:00,10,5,45,11
79,11/12/16 11:36,10781204,1,,,Visa,481893 - a42763a9ba7a399b7f9738f5b9b41bec5a94e87d,,Committed,Authorisation,,3.0,,2016-11-12 11:36:00,11,5,45,11
80,11/12/16 13:19,10781204,1,,,Visa,465911 - 6e148177c9bba84cfd533f7b1d40d1e64e71c78d,,Committed,Offline Authorisation,,3.0,,2016-11-12 13:19:00,13,5,45,11
81,11/12/16 13:49,10781204,1,,,Visa,475130 - 2e5d3029434f30f948c5671bf98c9d45d855ba98,,Committed,Offline Authorisation,,3.0,,2016-11-12 13:49:00,13,5,45,11
82,11/12/16 14:25,10781204,1,,,Visa,465944 - b4021ea44b96fd1445061ee1e1771715ac9852cc,,Committed,Offline Authorisation,,3.0,,2016-11-12 14:25:00,14,5,45,11
83,13/12/16 12:13,10781204,1,,,Visa,454742 - 08c6d66c41a441d803baa68c090b624d2cf67f74,,Committed,Offline Authorisation,,3.0,,2016-12-13 12:13:00,12,1,50,12
84,14/12/16 10:08,10781204,1,,,Visa,475130 - d60d68dadb4c6c04f36872d1252f589057ac73a8,,Committed,Offline Authorisation,,3.0,,2016-12-14 10:08:00,10,2,50,12
85,17/12/16 11:56,10781204,1,,,MasterCard,546097 - 5a5d57613a91b0a255748360c5ecda5b0e8333ae,,Committed,Authorisation,,3.0,,2016-12-17 11:56:00,11,5,50,12
86,17/12/16 14:29,10781204,1,,,Visa,475130 - 2e5a616a2cb3b91852eafe6c9f29c186cc2efd2e,,Committed,Offline Authorisation,,3.0,,2016-12-17 14:29:00,14,5,50,12
87,18/12/16 10:53,10781204,1,,,Visa,492182 - 23bfd8a26fdeaa0ccf8a0b3f8705506064a99ba0,,Committed,Offline Authorisation,,3.0,,2016-12-18 10:53:00,10,6,50,12
88,18/12/16 11:40,10781204,1,,,Visa,481690 - 3d527222fc186ab478a68c855151c7bba73dff47,,Committed,Authorisation,,3.0,,2016-12-18 11:40:00,11,6,50,12
89,18/12/16 12:11,10781204,1,,,Visa,492910 - 5d4ba44e778561a4927899d78b8ad6f731559315,,Committed,Offline Authorisation,,3.0,,2016-12-18 12:11:00,12,6,50,12
90,18/12/16 12:17,10781204,1,,,Visa,483205 - 5c47f74bef06599ec7d47d84abccb06399648311,,Committed,Authorisation,,3.0,,2016-12-18 12:17:00,12,6,50,12
91,18/12/16 12:39,10781204,1,,,Visa,475129 - d1a065f84dfa6dd59a928ec9656912a8d722bacf,,Committed,Offline Authorisation,,3.0,,2016-12-18 12:39:00,12,6,50,12
92,18/12/16 13:10,10781204,1,,,Visa,475141 - b1791a1190d20001459b8832d13124a8e3356b49,,Committed,Offline Authorisation,,3.0,,2016-12-18 13:10:00,13,6,50,12
93,18/12/16 16:14,10781204,1,,,Visa,446291 - 0aa78e33962d7071d237690ca3fdfd11093f373f,,Committed,Offline Authorisation,,3.0,,2016-12-18 16:14:00,16,6,50,12
94,18/12/16 16:44,10781204,1,,,Visa,465946 - 83c1b24c6399b8284b114fb23fa4a965446d27fc,,Committed,Offline Authorisation,,3.0,,2016-12-18 16:44:00,16,6,50,12
95,19/12/16 14:55,10781204,1,,,Visa,483208 - 8d4f80df0d37819cde3e3d2bb9982d111ebac97c,,Committed,Authorisation,,3.0,,2016-12-19 14:55:00,14,0,51,12
96,19/12/16 15:49,10781204,1,,,Visa,482181 - eea583ffa39af855c1f3f92a3fd28ccf3416a45f,,Committed,Authorisation,,3.0,,2016-12-19 15:49:00,15,0,51,12
97,19/12/16 15:53,10781204,1,,,Visa,454742 - 33f2ada36d2871421c8ae489d220a5c0bdd14cfa,,Committed,Offline Authorisation,,3.0,,2016-12-19 15:53:00,15,0,51,12
98,20/12/16 15:56,10781204,1,,,Visa,483205 - f36faaea52d439d72e3d43304400787ea5208758,,Committed,Authorisation,,3.0,,2016-12-20 15:56:00,15,1,51,12
99,23/12/16 12:46,10781204,1,,,Visa,493831 - e810c4c25a1ac0eecfc676002cc7786a7f3ed187,,Committed,Offline Authorisation,,3.0,,2016-12-23 12:46:00,12,4,51,12
100,24/12/16 15:01,10781204,1,,,Visa,465911 - c6b4f225c7f0640ef47bed92b1131e859ce80f07,,Committed,Offline Authorisation,,3.0,,2016-12-24 15:01:00,15,5,51,12
101,27/12/16 11:42,10781204,1,,,Visa,465942 - 8f787f45102d363e1b7d6ef37fc7b5dfdf956d72,,Committed,Offline Authorisation,,3.0,,2016-12-27 11:42:00,11,1,52,12
102,27/12/16 14:36,10781204,1,,,Visa,481564 - e3bbbd1148817e805a8ff8d5158bf34388ec2915,,Committed,Authorisation,,3.0,,2016-12-27 14:36:00,14,1,52,12
103,27/12/16 15:10,10781204,1,,,Visa,454742 - 74f5c11138cdb6f32822f4120e4f4f9d027d3ebb,,Committed,Offline Authorisation,,3.0,,2016-12-27 15:10:00,15,1,52,12
104,28/12/16 11:28,10781204,1,,,Visa,483215 - ceba3c9f93b65332ae89bd672d700ae5b890029b,,Committed,Authorisation,,3.0,,2016-12-28 11:28:00,11,2,52,12
105,28/12/16 12:53,10781204,1,,,Visa,446272 - 7da83eba75935034fc7a236603823a8b7c6774fa,,Committed,Offline Authorisation,,3.0,,2016-12-28 12:53:00,12,2,52,12
106,28/12/16 13:14,10781204,1,,,Visa,465923 - 084b3af47af339166ebc6120a52059499a7b2d38,,Committed,Offline Authorisation,,3.0,,2016-12-28 13:14:00,13,2,52,12
107,28/12/16 13:14,10781204,1,,,Visa,465942 - 741c07500de9571f0267456adc47830465e658e9,,Committed,Offline Authorisation,,3.0,,2016-12-28 13:14:00,13,2,52,12
108,28/12/16 13:39,10781204,1,,,Visa,475129 - ccea418e09c2b41660903ec8f7d0fb2c6f6a143b,,Committed,Offline Authorisation,,3.0,,2016-12-28 13:39:00,13,2,52,12
109,28/12/16 13:46,10781204,1,,,Visa,492181 - e657604229a386047f9ffbb01367f9c792776694,,Committed,Offline Authorisation,,3.0,,2016-12-28 13:46:00,13,2,52,12
110,28/12/16 14:30,10781204,1,,,Visa,446292 - 98f59d0c790f1ae9d5c7f8f7b9f189f093d69c55,,Committed,Offline Authorisation,,3.0,,2016-12-28 14:30:00,14,2,52,12
111,28/12/16 14:30,10781204,1,,,Visa,483215 - 2679177ab72e21c72b67d96bec06f5f0e2e70cd9,,Committed,Authorisation,,3.0,,2016-12-28 14:30:00,14,2,52,12
112,28/12/16 15:01,10781204,1,,,Visa,492181 - 1f2905f76a11b6912b84013e7bd87cf41d4ed61c,,Committed,Offline Authorisation,,3.0,,2016-12-28 15:01:00,15,2,52,12
113,28/12/16 15:36,10781204,1,,,Visa,456735 - c085a83159613bfec6f904d1fe57bc0c4df072ad,,Committed,Offline Authorisation,,3.0,,2016-12-28 15:36:00,15,2,52,12
114,29/12/16 10:31,10781204,1,,,Visa,465946 - 90ccb670c8fa412975a235cb851688e025239843,,Committed,Offline Authorisation,,3.0,,2016-12-29 10:31:00,10,3,52,12
115,29/12/16 11:30,10781204,1,,,Visa,465944 - 4b8e55083217d6d34013b032e311ec1553122a8c,,Committed,Offline Authorisation,,3.0,,2016-12-29 11:30:00,11,3,52,12
116,29/12/16 12:55,10781204,1,,,Visa,439044 - 59bdea78838432a6cd99117a73afadd77c66410f,,Committed,Authorisation,,3.0,,2016-12-29 12:55:00,12,3,52,12
117,29/12/16 13:24,10781204,1,,,Visa,475130 - 0d15ff69cb9428c20f72b5650d0377c82a47b4c4,,Committed,Offline Authorisation,,3.0,,2016-12-29 13:24:00,13,3,52,12
118,29/12/16 13:24,10781204,1,,,Visa,475129 - a8f3809c6de28975c83009f6e2911b81f95e5b5a,,Committed,Offline Authorisation,,3.0,,2016-12-29 13:24:00,13,3,52,12
119,29/12/16 14:13,10781204,1,,,Visa,475117 - e13aa58df850ee40c4cf05f26826a178132f67e4,,Committed,Offline Authorisation,,3.0,,2016-12-29 14:13:00,14,3,52,12
120,29/12/16 14:39,10781204,1,,,Visa,465946 - 8316dd6a664c6cc1ece858325428115babf212a7,,Committed,Offline Authorisation,,3.0,,2016-12-29 14:39:00,14,3,52,12
121,29/12/16 15:26,10781204,1,,,MasterCard,522948 - 5de0513dc8decf5c1509a2fe768bc93560a5ba96,,Committed,Offline Authorisation,,3.0,,2016-12-29 15:26:00,15,3,52,12
122,29/12/16 15:58,10781204,1,,,Visa,465946 - 8607c3a36dfe3ef0e1e4fbb92deb5ce12371cac6,,Committed,Offline Authorisation,,3.0,,2016-12-29 15:58:00,15,3,52,12
123,29/12/16 15:58,10781204,1,,,Visa,465946 - 8607c3a36dfe3ef0e1e4fbb92deb5ce12371cac6,,Committed,Offline Authorisation,,3.0,,2016-12-29 15:58:00,15,3,52,12
124,30/12/16 10:28,10781204,1,,,Visa,453979 - fd73504127f6746d105a2876adfa0c48e2957138,,Committed,Offline Authorisation,,3.0,,2016-12-30 10:28:00,10,4,52,12
125,30/12/16 13:10,10781204,1,,,MasterCard,535562 - eb550440e0da10838690e0f110e0fd0796f76c71,,Committed,Authorisation,,3.0,,2016-12-30 13:10:00,13,4,52,12
126,30/12/16 14:53,10781204,1,,,Visa,498824 - 635c86e575ed2ca9cf4bca9b0dce0c5fc99df7d0,,Committed,Offline Authorisation,,3.0,,2016-12-30 14:53:00,14,4,52,12
127,30/12/16 14:53,10781204,1,,,MasterCard,557361 - 86bce22a4d2805649853ac7909c4efb4dd18f255,,Committed,Authorisation,,3.0,,2016-12-30 14:53:00,14,4,52,12
128,30/12/16 15:48,10781204,1,,,Visa,498824 - 92fd5679baf7b9b8548f80930fa10caf97b3f2f8,,Committed,Authorisation,,3.0,,2016-12-30 15:48:00,15,4,52,12
129,30/12/16 15:49,10781204,1,,,Visa,455206 - 3bd00c326c59d25b32f525c7e1f70923999b0a71,,Committed,Authorisation,,3.0,,2016-12-30 15:49:00,15,4,52,12
130,30/12/16 16:20,10781204,1,,,Visa,454313 - b72d0c4cbff9cfa94406481206390e0c4326ffe4,,Committed,Offline Authorisation,,3.0,,2016-12-30 16:20:00,16,4,52,12
131,30/12/16 16:20,10781204,1,,,MasterCard,535420 - 3163f345f9545af5b17d48860319851b07af7b60,,Committed,Authorisation,,3.0,,2016-12-30 16:20:00,16,4,52,12
132,31/12/16 11:49,10781204,1,,,Visa,465946 - 6ec4d1b66f18a9da05ced5ce5a7eda849e304766,,Committed,Offline Authorisation,,3.0,,2016-12-31 11:49:00,11,5,52,12
133,31/12/16 13:44,10781204,1,,,Visa,482179 - f07719b68ead188c19a737e1870f2594cd05903b,,Committed,Authorisation,,3.0,,2016-12-31 13:44:00,13,5,52,12
134,31/12/16 15:22,10781204,1,,,Visa,492914 - 8554fe9ee0ed24d97cc3b500a33d4320c0fcd5a3,,Committed,Offline Authorisation,,3.0,,2016-12-31 15:22:00,15,5,52,12
135,02/01/17 12:15,10781204,1,,,Visa,492910 - c634a167030b9baca992d8a88ae52b909833dd12,,Committed,Offline Authorisation,,3.0,,2017-02-01 12:15:00,12,2,5,2
136,02/01/17 12:29,10781204,1,,,Visa,492910 - dd01903921ea24941c26a48f2cec24e0bb0e8cc7,,Committed,Offline Authorisation,,3.0,,2017-02-01 12:29:00,12,2,5,2
137,02/01/17 13:08,10781204,1,,,Visa,453979 - 9a6aa8b8b6919d3b97d0f40c9eda85f5523c7dd2,,Committed,Offline Authorisation,,3.0,,2017-02-01 13:08:00,13,2,5,2
138,02/01/17 15:54,10781204,1,,,Visa,424495 - 61f348dbfc99215070417b9d49da662cfd0671ef,,Committed,Authorisation,,3.0,,2017-02-01 15:54:00,15,2,5,2
139,03/01/17 12:16,10781204,1,,,Visa,483192 - 23a63310b8e95a3702b44b2f22f3248de1561e88,,Committed,Authorisation,,3.0,,2017-03-01 12:16:00,12,2,9,3
140,04/01/17 11:20,10781204,1,,,Visa,482871 - 128351137a9c47206c4507dcf2e6fbeeca3a9079,,Committed,Authorisation,,3.0,,2017-04-01 11:20:00,11,5,13,4
141,04/01/17 12:37,10781204,1,,,Visa,446292 - a499c948ccc5f9b5108c9bd03c5ec8aecdc79f4b,,Committed,Offline Authorisation,,3.0,,2017-04-01 12:37:00,12,5,13,4
142,04/01/17 14:12,10781204,1,,,Visa,483215 - cebe7aa4cf9de43659db3fccea00021226659699,,Committed,Authorisation,,3.0,,2017-04-01 14:12:00,14,5,13,4
143,05/01/17 10:25,10781204,1,,,Maestro,673400 - 5b1329f11769d8f4915936ad063125dcc2bfad71,,Committed,Authorisation,,3.0,,2017-05-01 10:25:00,10,0,18,5
