Time
146
146.13
146.4
146.56
146.6
146.65
146.8
146.82
147
147.2
147.2
147.2
147.5
147.54
147.8
147.86
147.88
148
148.1
148.2
148.2
148.2
148.2
148.2
148.26
148.4
148.4
148.4
148.51
148.52
148.6
148.6
148.6
148.6
148.74
148.75
148.8
148.8
148.8
148.82
148.96
149
149
149
149
149.16
149.2
149.2
149.2
149.2
149.2
149.4
149.4
149.6
149.6
149.6
149.6
149.6
149.65
149.71
149.8
149.8
149.8
149.97
150
150.2
150.2
150.2
150.2
150.2
150.4
150.42
150.6
150.7
150.8
150.8
150.88
151
151.19
151.57
151.6
152.02
152.2
152.2
152.4
152.6
152.8
152.8
153.2
